date,lat,description,pubDate,title,content,link,guid,long
"2015-09-19T10:00:00-04:00","42.450729","<p>Prints were an early method of communication that had an incalculable effect on human knowledge--as revolutionary as Gutenbergs invention of movable type. This impact still resonates today at the Johnson, where our print collection is used extensively to teach in all disciplines across the university.</p><p>This exhibition presents a selection of prints from the very beginning of the media to the present day, from masterworks by Drer and Rembrandt to exciting contemporary prints by todays international artists.</p><p><a href=""http://events.cornell.edu/event/imprintin_print"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Imprint/In%20Print&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0APrints%20were%20an%20early%20method%20of%20communication%20that%20had%20an%20incalculable%20effect%20on%20human%20knowledge--as%20revolutionary%20as%20Gutenberg%E2%80%99s%20invention%20of%20movable%20type.%20This%20impact%20still%20resonates%20today%20at%20the%20Johnson,%20where%20our%20print%20collection%20is%20used%20extensively%20to%20teach%20in%20all%20disciplines%20across%20the%20university.%0A%0AThis%20exhibition%20presents%20a%20selection%20of%20prints%20from%20the%20very%20beginning%20of%20the%20media%20to%20the%20present%20day,%20from%20masterworks%20by%20D%C3%BCrer%20and%20Rembrandt%20to%20exciting%20contemporary%20prints%20by%20today%E2%80%99s%20international%20artists.%0A%0Ahttp://events.cornell.edu/event/imprintin_print%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 10:00:00 -0400","Sep 19, 2015: Imprint/In Print at Johnson Museum of Art",None,"http://events.cornell.edu/event/imprintin_print","tag:localist.com,2008:EventInstance_1478642","-76.486069"
"2015-09-19T10:00:00-04:00","42.450729","<p>James Siena, Class of 1979, is best known for densely patterned paintings, drawings, and prints that are based on strict self-imposed guidelines and tend to invoke systems and sequences reminiscent of computer software programs. Labyrinthian Structures presents a selection of his varied prints from the Museums permanent collection along with three recent bamboo and string sculptures to explore the dialogues between these different expressions.</p><p><a href=""http://events.cornell.edu/event/james_siena_labyrinthian_structures"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20James%20Siena:%20Labyrinthian%20Structures&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0AJames%20Siena,%20Class%20of%201979,%20is%20best%20known%20for%20densely%20patterned%20paintings,%20drawings,%20and%20prints%20that%20are%20based%20on%20strict%20self-imposed%20guidelines%20and%20tend%20to%20invoke%20systems%20and%20sequences%20reminiscent%20of%20computer%20software%20programs.%20Labyrinthian%20Structures%20presents%20a%20selection%20of%20his%20varied%20prints%20from%20the%20Museum%E2%80%99s%20permanent%20collection%20along%20with%20three%20recent%20bamboo%20and%20string%20sculptures%20to%20explore%20the%20dialogues%20between%20these%20different%20expressions.%0A%0Ahttp://events.cornell.edu/event/james_siena_labyrinthian_structures%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 10:00:00 -0400","Sep 19, 2015: James Siena: Labyrinthian Structures at Johnson Museum of Art",None,"http://events.cornell.edu/event/james_siena_labyrinthian_structures","tag:localist.com,2008:EventInstance_1485527","-76.486069"
"2015-09-19T10:00:00-04:00","42.447777","<p>Cornell University Library concludes its yearlong celebration of the 150th anniversary of the Universitys founding with a last-chance opportunity to view ""Lincoln's Unfinished Work"" during Cornells Homecoming weekend. Curators will be on hand to discuss and show this exhibition and 150 Ways to Say Cornell, on view until September 30.</p><p>On display are original documents, photographs, and artifacts that set Cornells inspiring history in context with what was happening in America in 1865, including a first look at a newly acquired letter written by Ezra Cornell, recounting his impressions of Lincoln and his wife on the eve of his Inauguration.</p><p>For more information about library hours, visit <a href=""http://www.library.cornell.edu/libraries"">www.library.cornell.edu/libraries</a>.</p><p><a href=""http://events.cornell.edu/event/lincolns_unfinished_work_655"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Lincoln%E2%80%99s%20Unfinished%20Work&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0ACornell%20University%20Library%20concludes%20its%20yearlong%20celebration%20of%20the%20150th%20anniversary%20of%20the%20University%E2%80%99s%20founding%20with%20a%20last-chance%20opportunity%20to%20view%20%22Lincoln's%20Unfinished%20Work%22%20during%20Cornell%E2%80%99s%20Homecoming%20weekend.%20Curators%20will%20be%20on%20hand%20to%20discuss%20and%20show%20this%20exhibition%20and%20%E2%80%9C150%20Ways%20to%20Say%20Cornell,%E2%80%9D%20on%20view%20until%20September%2030.%0A%0AOn%20display%20are%20original%20documents,%20photographs,%20and%20artifacts%20that%20set%20Cornell%E2%80%99s%20inspiring%20history%20in%20context%20with%20what%20was%20happening%20in%20America%20in%201865,%20including%20a%20first%20look%20at%20a%20newly%20acquired%20letter%20written%20by%20Ezra%20Cornell,%20recounting%20his%20impressions%20of%20Lincoln%20and%20his%20wife%20on%20the%20eve%20of%20his%20Inauguration.%0A%0AFor%20more%20information%20about%20library%20hours,%20visit%20www.library.cornell.edu/libraries.%0A%0Ahttp://events.cornell.edu/event/lincolns_unfinished_work_655%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 10:00:00 -0400","Sep 19, 2015: Lincolns Unfinished Work at Kroch Library",None,"http://events.cornell.edu/event/lincolns_unfinished_work_655","tag:localist.com,2008:EventInstance_1513941","-76.484535"
"2015-09-19T10:00:00-04:00","42.450729","<p>The City takes a look at how photographers have responded to the urban environment in the last century, depicting cityscapes and slices of life in New York and Los Angeles, illustrating the immense differences between the development of East versus West Coast cities.</p><p><a href=""http://events.cornell.edu/event/the_city_works_from_the_collection"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20The%20City:%20Works%20from%20the%20Collection&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0AThe%20City%20takes%20a%20look%20at%20how%20photographers%20have%20responded%20to%20the%20urban%20environment%20in%20the%20last%20century,%20depicting%20cityscapes%20and%20slices%20of%20life%20in%20New%20York%20and%20Los%20Angeles,%20illustrating%20the%20immense%20differences%20between%20the%20development%20of%20East%20versus%20West%20Coast%20cities.%0A%0Ahttp://events.cornell.edu/event/the_city_works_from_the_collection%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 10:00:00 -0400","Sep 19, 2015: The City: Works from the Collection at Johnson Museum of Art",None,"http://events.cornell.edu/event/the_city_works_from_the_collection","tag:localist.com,2008:EventInstance_1485633","-76.486069"
"2015-09-19T10:30:00-04:00",None,"<p>CALS Bagel BashDate:Saturday, September 19Time:10:30 a.m. - 12:00 NoonLocation: Gallery Atrium, Stocking HallCost:FreeMeet up with fellow CALS alumni at this informal bagel brunch. Enjoy bagels, coffee, and other breakfast delights while catching up with old and new friends. Guests will also have the opportunity to enjoy self-guided tours of the new Stocking Hall and visit the Cornell Dairy Bar. Plus, this is the only spot to pick-up the special CALS giveaway. Dont miss it!Pre-registration is requested, not required. Drop-ins welcome.For more information, please contact Jennifer Benson at <a href=""mailto:jlb478@cornell.edu"">jlb478@cornell.edu</a></p><p><a href=""http://events.cornell.edu/event/cals_bagel_bash_3142"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20CALS%20Bagel%20Bash&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0ACALS%20Bagel%20BashDate:Saturday,%20September%2019Time:10:30%20a.m.%20-%2012:00%20NoonLocation:%20Gallery%20Atrium,%20Stocking%20HallCost:FreeMeet%20up%20with%20fellow%20CALS%20alumni%20at%20this%20informal%20bagel%20brunch.%20Enjoy%20bagels,%20coffee,%20and%20other%20breakfast%20delights%20while%20catching%20up%20with%20old%20and%20new%20friends.%20Guests%20will%20also%20have%20the%20opportunity%20to%20enjoy%20self-guided%20tours%20of%20the%20new%20Stocking%20Hall%20and%20visit%20the%20Cornell%20Dairy%20Bar.%20Plus,%20this%20is%20the%20only%20spot%20to%20pick-up%20the%20special%20CALS%20giveaway.%20Don%E2%80%99t%20miss%20it!Pre-registration%20is%20requested,%20not%20required.%20Drop-ins%20welcome.For%20more%20information,%20please%20contact%20Jennifer%20Benson%20at%20jlb478@cornell.edu%0A%0Ahttp://events.cornell.edu/event/cals_bagel_bash_3142%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 10:30:00 -0400","Sep 19, 2015: CALS Bagel Bash at Ithaca, NY",None,"http://events.cornell.edu/event/cals_bagel_bash_3142","tag:localist.com,2008:EventInstance_1471786",None
"2015-09-19T11:00:00-04:00","34.061245","<p>Cornell Club of Los Angeles Pathways to Publishing Your First Novel and Selling It to HollywoodFree Networking Brunch in Beverly HillsJoin us at our next Cornell Author Networking event and hear the ""how I got it published"" stories of Lawrence Levy 70 and Sung J. Woo 94, two first-time Cornell authors. Agent Bill Weinstein 98 will also be on hand to share his experiences bringing literary works to TV or film.Lawrence Levy is a film and TV writer (Roseanne, Family Ties, Seinfeld and many others). He won a Writers Guild Award for Seinfeld and was nominated for two Emmys. His debut novel, Second Street Station, is an historical mystery published in June by Random House/Broadway Books. Set in the late 19th century, it is based on the true story of Mary Handley.At a time when there were no policewomen, the Brooklyn police hire Handley to sleuth a high-profile murder.Readers learn some very interesting little-known facts about Thomas Edison, J.P. Morgan, Nikola Tesla and the inventor of Coca-Cola, all of whom appear as suspects. Levy has already completed the second in the series, Brooklyn on Fire, which will be published in January.Sung J. Woos short stories and essays have appeared in the New York Times, PEN/Guernica and KoreAm Journal. His debut novel Everything Asian, which offers a distinctive slant on the immigrant story, won the 2010 Asian Pacific American Librarians Association Literature Award.It is a dramedy about a Korean immigrant family named Kim, who try to make sense of their new lives in America while running a retail store in a seedy, depressed mall.Woos second novel, Love Love, is a story about two siblings, Kevin and Judy, who are figuring out how to be their best selves amidst the chaos of life. Kevins quest to learn the truth about his biological parents takes him from tony Princeton to San Franciscos Tenderloin distri</p><p><a href=""http://events.cornell.edu/event/cornell_club_of_los_angeles_-_pathways_to_publishing_your_first_novel_and_selling_it_to_hollywood"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Cornell%20Club%20of%20Los%20Angeles%20-%20Pathways%20to%20Publishing%20Your%20First%20Novel%20and%20Selling%20It%20to%20Hollywood&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0ACornell%20Club%20of%20Los%20Angeles%20Pathways%20to%20Publishing%20Your%20First%20Novel%20and%20Selling%20It%20to%20HollywoodFree%20Networking%20Brunch%20in%20Beverly%20HillsJoin%20us%20at%20our%20next%20Cornell%20Author%20Networking%20event%20and%20hear%20the%20%22how%20I%20got%20it%20published%22%20stories%20of%20Lawrence%20Levy%20%E2%80%9870%20and%20Sung%20J.%20Woo%20%E2%80%9994,%20two%20first-time%20Cornell%20authors.%20Agent%20Bill%20Weinstein%20%E2%80%9898%20will%20also%20be%20on%20hand%20to%20share%20his%20experiences%20bringing%20literary%20works%20to%20TV%20or%20film.Lawrence%20Levy%20is%20a%20film%20and%20TV%20writer%20(Roseanne,%20Family%20Ties,%20Seinfeld%20and%20many%20others).%20He%20won%20a%20Writers%20Guild%20Award%20for%20Seinfeld%20and%20was%20nominated%20for%20two%20Emmys.%20His%20debut%20novel,%20Second%20Street%20Station,%20is%20an%20historical%20mystery%20published%20in%20June%20by%20Random%20House/Broadway%20Books.%20Set%20in%20the%20late%2019th%20century,%20it%20is%20based%20on%20the%20true%20story%20of%20Mary%20Handley.At%20a%20time%20when%20there%20were%20no%20policewomen,%20the%20Brooklyn%20police%20hire%20Handley%20to%20sleuth%20a%20high-profile%20murder.Readers%20learn%20some%20very%20interesting%20little-known%20facts%20about%20Thomas%20Edison,%20J.P.%20Morgan,%20Nikola%20Tesla%20and%20the%20inventor%20of%20Coca-Cola,%20all%20of%20whom%20appear%20as%20suspects.%20Levy%20has%20already%20completed%20the%20second%20in%20the%20series,%20Brooklyn%20on%20Fire,%20which%20will%20be%20published%20in%20January.Sung%20J.%20Woo%E2%80%99s%20short%20stories%20and%20essays%20have%20appeared%20in%20the%20New%20York%20Times,%20PEN/Guernica%20and%20KoreAm%20Journal.%20His%20debut%20novel%20Everything%20Asian,%20which%20offers%20a%20distinctive%20slant%20on%20the%20immigrant%20story,%20won%20the%202010%20Asian%20Pacific%20American%20Librarians%20Association%20Literature%20Award.It%20is%20a%20dramedy%20about%20a%20Korean%20immigrant%20family%20named%20Kim,%20who%20try%20to%20make%20sense%20of%20their%20new%20lives%20in%20America%20while%20running%20a%20retail%20store%20in%20a%20seedy,%20depressed%20mall.Woo%E2%80%99s%20second%20novel,%20Love%20Love,%20is%20a%20story%20about%20two%20siblings,%20Kevin%20and%20Judy,%20who%20are%20figuring%20out%20how%20to%20be%20their%20best%20selves%20amidst%20the%20chaos%20of%20life.%20Kevin%E2%80%99s%20quest%20to%20learn%20the%20truth%20about%20his%20biological%20parents%20takes%20him%20from%20tony%20Princeton%20to%20San%20Francisco%E2%80%99s%20Tenderloin%20distri%0A%0Ahttp://events.cornell.edu/event/cornell_club_of_los_angeles_-_pathways_to_publishing_your_first_novel_and_selling_it_to_hollywood%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 11:00:00 -0400","Sep 19, 2015: Cornell Club of Los Angeles - Pathways to Publishing Your First Novel and Selling It to Hollywood at Beverly Hills, CA",None,"http://events.cornell.edu/event/cornell_club_of_los_angeles_-_pathways_to_publishing_your_first_novel_and_selling_it_to_hollywood","tag:localist.com,2008:EventInstance_1471787","-118.411485"
"2015-09-19T11:00:00-04:00","42.352168","<p>Doug's Fish Fry To Go will be serving its fantastic seafood fare at the Humane Society of Schuyler County, 124 Marina Dr. in Montour Falls on September 19 from 11 am - 6 pm.  A portion of their sales will benefit this ""no-kill"" shelter. Come enjoy a great meal and support a worthy cause at the same time.</p><p><a href=""http://events.cornell.edu/event/dougs_fish_fry_benefit_for_humane_society_of_schuyler_county"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Doug's%20Fish%20Fry%20Benefit%20for%20Humane%20Society%20of%20Schuyler%20County&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0ADoug's%20Fish%20Fry%20To%20Go%20will%20be%20serving%20its%20fantastic%20seafood%20fare%20at%20the%20Humane%20Society%20of%20Schuyler%20County,%20124%20Marina%20Dr.%20in%20Montour%20Falls%20on%20September%2019%20from%2011%20am%20-%206%20pm.%20%20A%20portion%20of%20their%20sales%20will%20benefit%20this%20%22no-kill%22%20shelter.%20Come%20enjoy%20a%20great%20meal%20and%20support%20a%20worthy%20cause%20at%20the%20same%20time.%0A%0Ahttp://events.cornell.edu/event/dougs_fish_fry_benefit_for_humane_society_of_schuyler_county%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 11:00:00 -0400","Sep 19, 2015: Doug's Fish Fry Benefit for Humane Society of Schuyler County at Humane Society of Schuyler County",None,"http://events.cornell.edu/event/dougs_fish_fry_benefit_for_humane_society_of_schuyler_county","tag:localist.com,2008:EventInstance_1513709","-76.850269"
"2015-09-19T11:00:00-04:00",None,"<p>An opportunity for members of the fraternity and sorority community to gather and enjoy food and camraderie prior to the homecoming football game. Alumni are welcome to visit.</p><p><a href=""http://events.cornell.edu/event/fraternity_and_sorority_homecoming_tailgate"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Fraternity%20and%20Sorority%20Homecoming%20Tailgate&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0AAn%20opportunity%20for%20members%20of%20the%20fraternity%20and%20sorority%20community%20to%20gather%20and%20enjoy%20food%20and%20camraderie%20prior%20to%20the%20homecoming%20football%20game.%20Alumni%20are%20welcome%20to%20visit.%0A%0Ahttp://events.cornell.edu/event/fraternity_and_sorority_homecoming_tailgate%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 11:00:00 -0400","Sep 19, 2015: Fraternity and Sorority Homecoming Tailgate at Tower Road parking lot adjacent to Alumni Fields",None,"http://events.cornell.edu/event/fraternity_and_sorority_homecoming_tailgate","tag:localist.com,2008:EventInstance_1463810",None
"2015-09-19T11:00:00-04:00",None,"<p></p><p><a href=""http://events.cornell.edu/event/greek_fraternity_and_sorority_homecoming_tailgate"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20GREEK:%20%20Fraternity%20and%20Sorority%20Homecoming%20Tailgate&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0A%0A%0Ahttp://events.cornell.edu/event/greek_fraternity_and_sorority_homecoming_tailgate%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 11:00:00 -0400","Sep 19, 2015: GREEK:  Fraternity and Sorority Homecoming Tailgate at Tower Road Parking Lot",None,"http://events.cornell.edu/event/greek_fraternity_and_sorority_homecoming_tailgate","tag:localist.com,2008:EventInstance_1380992",None
"2015-09-19T11:00:00-04:00","42.447319","<p>The ILR School will hold a tailgate under the tent, featuring beer, wine, food and giveaways!</p><p><a href=""http://events.cornell.edu/event/homecoming_weekend_2015"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Homecoming%202015%20-%20ILR%20Tailgating%20Party&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0AThe%20ILR%20School%20will%20hold%20a%20tailgate%20under%20the%20tent,%20featuring%20beer,%20wine,%20food%20and%20giveaways!%0A%0Ahttp://events.cornell.edu/event/homecoming_weekend_2015%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 11:00:00 -0400","Sep 19, 2015: Homecoming 2015 - ILR Tailgating Party at Ives Hall",None,"http://events.cornell.edu/event/homecoming_weekend_2015","tag:localist.com,2008:EventInstance_1377893","-76.480995"
"2015-09-19T11:30:00-04:00",None,"<p>Join President Elizabeth Garrett, Vice President Emerita Susan Murphy, the Big Red Band, and the Cornell community in dedicating the Touchdown statue, along with a tribute to the legendary 1915 football team.Come celebrate with us as we welcome Touchdown the Bear back to campus and be among the first to take a selfie with the statue. Cornell Dairy has also created a new ice cream flavor to commemorate the occasion, which all guests will be able to sample.Questions? Contact Christina Ulrich at <a href=""mailto:cu43@cornell.edu"">cu43@cornell.edu</a> .</p><p><a href=""http://events.cornell.edu/event/touchdown_statue_dedication"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Touchdown%20Statue%20Dedication&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0AJoin%20President%20Elizabeth%20Garrett,%20Vice%20President%20Emerita%20Susan%20Murphy,%20the%20Big%20Red%20Band,%20and%20the%20Cornell%20community%20in%20dedicating%20the%20Touchdown%20statue,%20along%20with%20a%20tribute%20to%20the%20legendary%201915%20football%20team.Come%20celebrate%20with%20us%20as%20we%20welcome%20Touchdown%20the%20Bear%20back%20to%20campus%20and%20be%20among%20the%20first%20to%20take%20a%20selfie%20with%20the%20statue.%20Cornell%20Dairy%20has%20also%20created%20a%20new%20ice%20cream%20flavor%20to%20commemorate%20the%20occasion,%20which%20all%20guests%20will%20be%20able%20to%20sample.Questions?%20Contact%20Christina%20Ulrich%20at%20cu43@cornell.edu%20.%0A%0Ahttp://events.cornell.edu/event/touchdown_statue_dedication%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 11:30:00 -0400","Sep 19, 2015: Touchdown Statue Dedication at Ithaca, NY",None,"http://events.cornell.edu/event/touchdown_statue_dedication","tag:localist.com,2008:EventInstance_1484669",None
"2015-09-19T12:00:00-04:00",None,"<p>Cornell Athletics - Big Red Homecoming Tailgate in the Crescent lot behind Schoellkopf Field.September 19, 2015-Cornell Football vs. Bucknell UniversityIncludes pre-game tailgate reception, catered BBQ lunch, beer, and wine.The Cornell Department of Athletics and Physical Education would like to invite all alumni, parents and friends of Cornell Athletics to join us for a pre-game tailgate during Homecoming weekend. We are anticipating one of the largest crowds at Schoellkopf Field in recent history when the Big Red Football team takes the field against Bucknell.For more information contact Kevin Sackett at 607-255-7295 or <a href=""mailto:kms355@cornell.edu"">kms355@cornell.edu</a></p><p><a href=""http://events.cornell.edu/event/cornell_athletics_-_big_red_homecoming_tailgate_4263"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Cornell%20Athletics%20-%20Big%20Red%20Homecoming%20Tailgate&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0ACornell%20Athletics%20-%20Big%20Red%20Homecoming%20Tailgate%20in%20the%20Crescent%20lot%20behind%20Schoellkopf%20Field.September%2019,%202015-Cornell%20Football%20vs.%20Bucknell%20UniversityIncludes%20pre-game%20tailgate%20reception,%20catered%20BBQ%20lunch,%20beer,%20and%20wine.The%20Cornell%20Department%20of%20Athletics%20and%20Physical%20Education%20would%20like%20to%20invite%20all%20alumni,%20parents%20and%20friends%20of%20Cornell%20Athletics%20to%20join%20us%20for%20a%20pre-game%20tailgate%20during%20Homecoming%20weekend.%20We%20are%20anticipating%20one%20of%20the%20largest%20crowds%20at%20Schoellkopf%20Field%20in%20recent%20history%20when%20the%20Big%20Red%20Football%20team%20takes%20the%20field%20against%20Bucknell.For%20more%20information%20contact%20Kevin%20Sackett%20at%20607-255-7295%20or%20kms355@cornell.edu%0A%0Ahttp://events.cornell.edu/event/cornell_athletics_-_big_red_homecoming_tailgate_4263%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 12:00:00 -0400","Sep 19, 2015: Cornell Athletics - Big Red Homecoming Tailgate at Ithaca, NY",None,"http://events.cornell.edu/event/cornell_athletics_-_big_red_homecoming_tailgate_4263","tag:localist.com,2008:EventInstance_1458338",None
"2015-09-19T12:00:00-04:00",None,"<p>Join us during Homecoming 2015 for an exclusive young alumni beer garden in the Crescent Lot from noon to 3:00 p.m. on Saturday before the Big Red takes on Bucknell in football.The gathering will feature food and two free drink tickets for young alumni (classes of 2006 - 2015) who register in advance and check in at the tent.The young alumni beer garden is 21+ so be sure to bring your government issued ID - you'll need it to access the garden!</p><p><a href=""http://events.cornell.edu/event/cornell_young_alumni_beer_garden"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Cornell%20Young%20Alumni%20Homecoming%20Beer%20Garden&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0AJoin%20us%20during%20Homecoming%202015%20for%20an%20exclusive%20young%20alumni%20beer%20garden%20in%20the%20Crescent%20Lot%20from%20noon%20to%203:00%20p.m.%20on%20Saturday%20before%20the%20Big%20Red%20takes%20on%20Bucknell%20in%20football.The%20gathering%20will%20feature%20food%20and%20two%20free%20drink%20tickets%20for%20young%20alumni%20(classes%20of%202006%20-%202015)%20who%20register%20in%20advance%20and%20check%20in%20at%20the%20tent.The%20young%20alumni%20beer%20garden%20is%2021+%20so%20be%20sure%20to%20bring%20your%20government%20issued%20ID%20-%20you'll%20need%20it%20to%20access%20the%20garden!%0A%0Ahttp://events.cornell.edu/event/cornell_young_alumni_beer_garden%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 12:00:00 -0400","Sep 19, 2015: Cornell Young Alumni Homecoming Beer Garden at Ithaca, NY",None,"http://events.cornell.edu/event/cornell_young_alumni_beer_garden","tag:localist.com,2008:EventInstance_1481862",None
"2015-09-19T12:00:00-04:00",None,"<p>You are cordially invited to the Law School Homecoming Tailgate BashSponsored by Cornell Law School Alumni AssociationREGISTER!Date: Saturday, September 19Time: 12:003:00 p.m.Location: Cornell Law School Tent in the parking lot by Schoellkopf StadiumCost: Alumni $15 / Students $10Come enjoy beer, wine, cider, chili, sandwiches, treats, a free gift and the good company of fellow law school students, faculty and graduates.Cornell versus Bucknell football game starts at 3:00 pm. Admission to the game is free to students - just show your Cornell ID as you enter the stadium gates.PLUS  FREE Fireworks and Laser Light spectacular on Friday, September 18, starting at 8:00 pm in Schoellkopf Stadium.For a full schedule of Cornell University activities and details go to homecoming.cornell.eduFor more information and to register click here.</p><p><a href=""http://events.cornell.edu/event/law_school_homecoming_tailgate_bash"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Law%20School%20Homecoming%20Tailgate%20Bash&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0AYou%20are%20cordially%20invited%20to%20the%20Law%20School%20Homecoming%20Tailgate%20BashSponsored%20by%20Cornell%20Law%20School%20Alumni%20AssociationREGISTER!Date:%20Saturday,%20September%2019Time:%2012:00%E2%80%933:00%20p.m.Location:%20Cornell%20Law%20School%20Tent%20in%20the%20parking%20lot%20by%20Schoellkopf%20StadiumCost:%20Alumni%20$15%20/%20Students%20$10Come%20enjoy%20beer,%20wine,%20cider,%20chili,%20sandwiches,%20treats,%20a%20free%20gift%20and%20the%20good%20company%20of%20fellow%20law%20school%20students,%20faculty%20and%20graduates.Cornell%20versus%20Bucknell%20football%20game%20starts%20at%203:00%20pm.%20Admission%20to%20the%20game%20is%20free%20to%20students%20-%20just%20show%20your%20Cornell%20ID%20as%20you%20enter%20the%20stadium%20gates.PLUS%20%E2%80%A6%20FREE%20Fireworks%20and%20Laser%20Light%20spectacular%20on%20Friday,%20September%2018,%20starting%20at%208:00%20pm%20in%20Schoellkopf%20Stadium.For%20a%20full%20schedule%20of%20Cornell%20University%20activities%20and%20details%20go%20to%20homecoming.cornell.eduFor%20more%20information%20and%20to%20register%20click%20here.%0A%0Ahttp://events.cornell.edu/event/law_school_homecoming_tailgate_bash%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 12:00:00 -0400","Sep 19, 2015: Law School Homecoming Tailgate Bash at Ithaca, NY",None,"http://events.cornell.edu/event/law_school_homecoming_tailgate_bash","tag:localist.com,2008:EventInstance_1494087",None
"2015-09-19T12:00:00-04:00","42.448719","<p>Two artists, two media, one gloriously diverse subject.<br />In this collaborative exhibit in the Mann Library Gallery, digital photographer Nancy Ridenour and scientific illustrator and artist Paula DiSanto Bensadoun explore the variety and beauty of the birds of coastal Florida. On display August 31 through September 27, with an artists reception on Friday, September 11 from 4-6pm.</p><p><a href=""http://events.cornell.edu/event/wingbeats"">View on site</a> | <a href=""mailto:?subject=I%20found%20an%20interesting%20event:%20Wingbeats&amp;body=I%20found%20an%20interesting%20event%20you%20may%20like:%0A%0A%0ADate:%20Sep%2019,%202015%0A%0ADescription:%0ATwo%20artists,%20two%20media,%20one%20gloriously%20diverse%20subject.%0AIn%20this%20collaborative%20exhibit%20in%20the%20Mann%20Library%20Gallery,%20digital%20photographer%20Nancy%20Ridenour%20and%20scientific%20illustrator%20and%20artist%20Paula%20DiSanto%20Bensadoun%20explore%20the%20variety%20and%20beauty%20of%20the%20birds%20of%20coastal%20Florida.%20On%20display%20August%2031%20through%20September%2027,%20with%20an%20artists%E2%80%99%20reception%20on%20Friday,%20September%2011%20from%204-6pm.%0A%0Ahttp://events.cornell.edu/event/wingbeats%0A"">Email this event</a></a></p>","Sat, 19 Sep 2015 12:00:00 -0400","Sep 19, 2015: Wingbeats at Mann Library",None,"http://events.cornell.edu/event/wingbeats","tag:localist.com,2008:EventInstance_1512196","-76.476494"
